Title,Year,Movie Duration,Rating,Poster,Plot Summary,Genres,Directors,Writers,Actors,Languages,Release Date,Release Country,Box Office,Production Companies
202. Hedwig and the Angry Inch,2001,1h 35m,7.7,https://www.imdb.com/title/tt0248845/?ref_=sr_i_202,A gender-queer punk-rock singer from East Berlin tours the U.S. with her band as she tells her life story and follows the former lover/band-mate who stole her songs.,,,,,,,,,
203. Taste of Cherry,1997,1h 35m,7.7,https://www.imdb.com/title/tt0120265/?ref_=sr_i_203,An Iranian man drives his car in search of someone who will quietly bury him under a cherry tree after he commits suicide.,,,,,,,,,
204. Adam's Apples,2005,1h 34m,7.7,https://www.imdb.com/title/tt0418455/?ref_=sr_i_204,A neo-Nazi sentenced to community service at a church clashes with the blindly devoted minister.,,,,,,,,,
205. The Breadwinner,2017,1h 34m,7.7,https://www.imdb.com/title/tt3901826/?ref_=sr_i_205,"In 2001, Afghanistan is under the control of the Taliban. When her father is captured, a determined young girl disguises herself as a boy in order to provide for her family.",,,,,,,,,
206. Invasion of the Body Snatchers,1956,1h 20m,7.7,https://www.imdb.com/title/tt0049366/?ref_=sr_i_206,A small-town doctor learns that the population of his community is being replaced by emotionless alien duplicates.,,,,,,,,,
207. Wait Until Dark,1967,1h 48m,7.7,https://www.imdb.com/title/tt0062467/?ref_=sr_i_207,A recently blinded woman is terrorized by a trio of thugs while they search for a heroin-stuffed doll they believe is in her apartment.,,,,,,,,,
208. The Broken Circle Breakdown,2012,1h 51m,7.7,https://www.imdb.com/title/tt2024519/?ref_=sr_i_208,"Elise and Didier fall in love at first sight, in spite of their differences. He talks, she listens. He's a romantic atheist, she's a religious realist. When their daughter becomes seriously ill, their love is put on trial.",,,,,,,,,
209. My Darling Clementine,1946,1h 37m,7.7,https://www.imdb.com/title/tt0038762/?ref_=sr_i_209,"After their cattle are stolen and their brother murdered, the Earp brothers have a score to settle with the Clanton family.",,,,,,,,,
210. The Salesman,2016,2h 4m,7.7,https://www.imdb.com/title/tt5186714/?ref_=sr_i_210,"While Ranaa and Emad, a married couple, are participating in a production of ""Death of a Salesman,"" she is assaulted in their new home, which leaves him determined to find the perpetrator over his wife's traumatized objections.",,,,,,,,,
211. L'Avventura,1960,2h 24m,7.7,https://www.imdb.com/title/tt0053619/?ref_=sr_i_211,"A woman disappears during a Mediterranean boating trip. During the search, her lover and her best friend become attracted to each other.",,,,,,,,,
212. Das Experiment,2001,2h,7.7,https://www.imdb.com/title/tt0250258/?ref_=sr_i_212,"For two weeks, 20 male participants are hired to play prisoners and guards in a prison. The ""prisoners"" have to follow seemingly mild rules, and the ""guards"" are told to retain order without using physical violence.",,,,,,,,,
213. Key Largo,1948,1h 40m,7.7,https://www.imdb.com/title/tt0040506/?ref_=sr_i_213,"A drifter visits the family hotel of a war buddy who was killed in action only to find that a Chicago mobster and his gang have taken over the place. As a hurricane approaches, a confrontation ensues.",,,,,,,,,
214. Duck Soup,1933,1h 9m,7.7,https://www.imdb.com/title/tt0023969/?ref_=sr_i_214,"Rufus T. Firefly is named the dictator of bankrupt Freedonia and declares war on neighboring Sylvania over the love of his wealthy backer Mrs. Teasdale, contending with two inept spies who can't seem to keep straight which side they're on.",,,,,,,,,
215. The Triplets of Belleville,2003,1h 20m,7.7,https://www.imdb.com/title/tt0286244/?ref_=sr_i_215,"When her grandson is kidnapped during the Tour de France, Madame Souza and her beloved pooch Bruno team up with the Belleville Sisters--an aged song-and-dance team from the days of Fred Astaire--to rescue him.",,,,,,,,,
216. Cape Fear,1962,1h 46m,7.7,https://www.imdb.com/title/tt0055824/?ref_=sr_i_216,A lawyer's family is stalked by a man he once helped put in jail.,,,,,,,,,
217. The Girl Who Leapt Through Time,2006,1h 38m,7.7,https://www.imdb.com/title/tt0808506/?ref_=sr_i_217,"A high-school girl named Makoto acquires the power to travel back in time, and decides to use it for her own personal benefits. Little does she know that she is affecting the lives of others just as much as she is her own.",,,,,,,,,
218. The Purple Rose of Cairo,1985,1h 22m,7.7,https://www.imdb.com/title/tt0089853/?ref_=sr_i_218,"In 1935 New Jersey, a movie character walks off the screen and into the real world.",,,,,,,,,
219. Jules and Jim,1962,1h 45m,7.7,https://www.imdb.com/title/tt0055032/?ref_=sr_i_219,Decades of a love triangle concerning two friends and an impulsive woman.,,,,,,,,,
220. The Edge of Heaven,2007,1h 56m,7.7,https://www.imdb.com/title/tt0880502/?ref_=sr_i_220,A Turkish man travels to Istanbul to find the daughter of his father's former girlfriend.,,,,,,,,,
221. The Past,2013,2h 10m,7.7,https://www.imdb.com/title/tt2404461/?ref_=sr_i_221,"An Iranian man deserts his French wife and her two children to return to his homeland. Meanwhile, his wife starts up a new relationship, a reality her husband confronts upon his wife's request for a divorce.",,,,,,,,,
222. Vicky Donor,2012,2h 6m,7.7,https://www.imdb.com/title/tt2317337/?ref_=sr_i_222,"A man is brought in by an infertility doctor to supply him with his sperm, where he becomes the biggest sperm donor for his clinic.",,,,,,,,,
223. Anora,2024,2h 19m,7.8,https://www.imdb.com/title/tt28607951/?ref_=sr_i_223,"A young escort from Brooklyn meets and impulsively marries the son of a Russian oligarch. Once the news reaches Russia, her fairy tale is threatened as his parents set out for New York to get the marriage annulled.",,,,,,,,,
224. Nosferatu: A Symphony of Horror,1922,1h 34m,7.8,https://www.imdb.com/title/tt0013442/?ref_=sr_i_224,Vampire Count Orlok expresses interest in a new residence and real estate agent Hutter's wife.,,,,,,,,,
225. Poor Things,2023,2h 21m,7.8,https://www.imdb.com/title/tt14230458/?ref_=sr_i_225,"An account of the fantastical evolution of Bella Baxter, a young woman brought back to life by the brilliant and unorthodox scientist Dr. Godwin Baxter.",,,,,,,,,
226. The Batman,2022,2h 56m,7.8,https://www.imdb.com/title/tt1877830/?ref_=sr_i_226,"When a sadistic serial killer begins murdering key political figures in Gotham, the Batman is forced to investigate the city's hidden corruption and question his family's involvement.",,,,,,,,,
227. The Gentlemen,2019,1h 53m,7.8,https://www.imdb.com/title/tt8367814/?ref_=sr_i_227,"An American expat tries to sell off his highly profitable marijuana empire in London, triggering plots, schemes, bribery and blackmail in an attempt to steal his domain out from under him.",,,,,,,,,
228. Apocalypto,2006,2h 19m,7.8,https://www.imdb.com/title/tt0472043/?ref_=sr_i_228,"As the Mayan kingdom faces its decline, a young man is taken on a perilous journey to a world ruled by fear and oppression.",,,,,,,,,
229. Everything Everywhere All at Once,2022,2h 19m,7.8,https://www.imdb.com/title/tt6710474/?ref_=sr_i_229,A middle-aged Chinese immigrant is swept up into an insane adventure in which she alone can save existence by exploring other universes and connecting with the lives she could have led.,,,,,,,,,
230. Call Me by Your Name,2017,2h 12m,7.8,https://www.imdb.com/title/tt5726616/?ref_=sr_i_230,"It's the summer of 1983, and 17-year-old Elio is spending the days with his family at their villa in Lombardy, Italy. He soon meets Oliver, who's working as an intern for Elio's father. They discover the heady beauty of awakening desire.",,,,,,,,,
231. Pride & Prejudice,2005,2h 9m,7.8,https://www.imdb.com/title/tt0414387/?ref_=sr_i_231,"Sparks fly when spirited Elizabeth Bennet meets single, rich, and proud Mr. Darcy. But Mr. Darcy reluctantly finds himself falling in love with a woman beneath his class. Can each overcome their own pride and prejudice?",,,,,,,,,
232. The Notebook,2004,2h 3m,7.8,https://www.imdb.com/title/tt0332280/?ref_=sr_i_232,An elderly man reads to a woman with dementia the story of two young lovers whose romance is threatened by the difference in their respective social classes.,,,,,,,,,
233. The Hateful Eight,2015,2h 48m,7.8,https://www.imdb.com/title/tt3460252/?ref_=sr_i_233,"In the dead of a Wyoming winter, a bounty hunter and his prisoner find shelter in a cabin currently inhabited by a collection of nefarious characters.",,,,,,,,,
234. The Social Network,2010,2h,7.8,https://www.imdb.com/title/tt1285016/?ref_=sr_i_234,"As Harvard student Mark Zuckerberg creates the social networking site that would become known as Facebook, he is sued by the twins who claimed he stole their idea and by the co-founder who was later squeezed out of the business.",,,,,,,,,
235. Little Women,2019,2h 15m,7.8,https://www.imdb.com/title/tt3281548/?ref_=sr_i_235,"19th century Massachusetts. While the March sisters - Jo, Meg, Amy, and Beth - enter the threshold of womanhood, they go through many ups and downs in life and endeavor to make important decisions that can affect their future.",,,,,,,,,
236. Tombstone,1993,2h 10m,7.8,https://www.imdb.com/title/tt0108358/?ref_=sr_i_236,"A successful lawman's plans to retire anonymously in Tombstone, Arizona, are disrupted by the kind of outlaws he was famous for eliminating.",,,,,,,,,
237. Get Out,2017,1h 44m,7.8,https://www.imdb.com/title/tt5052448/?ref_=sr_i_237,"A young African-American visits his white girlfriend's parents for the weekend, where his simmering uneasiness about their reception of him eventually reaches a boiling point.",,,,,,,,,
238. The Hobbit: An Unexpected Journey,2012,2h 49m,7.8,https://www.imdb.com/title/tt0903624/?ref_=sr_i_238,"A reluctant Hobbit, Bilbo Baggins, sets out to the Lonely Mountain with a spirited group of dwarves to reclaim their mountain home and the gold within it from the dragon Smaug.",,,,,,,,,
239. The Big Short,2015,2h 10m,7.8,https://www.imdb.com/title/tt1596363/?ref_=sr_i_239,"In 2006-2007 a group of investors bet against the United States mortgage market. In their research, they discover how flawed and corrupt the market is.",,,,,,,,,
240. Awakenings,1990,2h 1m,7.8,https://www.imdb.com/title/tt0099077/?ref_=sr_i_240,Dr. Sayer is a pioneering neurologist who wants to take a risk and give his patients who suffer from encephalitis a drug used for Parkinson's Disease. He tries it out on one man who miraculously wakes from his perpetual catatonic state.,,,,,,,,,
241. Atonement,2007,2h 3m,7.8,https://www.imdb.com/title/tt0783233/?ref_=sr_i_241,Thirteen-year-old fledgling writer Briony Tallis irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit.,,,,,,,,,
242. The Irishman,2019,3h 29m,7.8,https://www.imdb.com/title/tt1302006/?ref_=sr_i_242,"An illustration of Frank Sheeran's life, from W.W.II veteran to hit-man for the Bufalino crime family and his alleged assassination of his close friend Jimmy Hoffa.",,,,,,,,,
243. All Quiet on the Western Front,2022,2h 28m,7.8,https://www.imdb.com/title/tt1016150/?ref_=sr_i_243,A young German soldier's terrifying experiences and distress on the western front during World War I.,,,,,,,,,
244. The Day of the Jackal,1973,2h 23m,7.8,https://www.imdb.com/title/tt0069947/?ref_=sr_i_244,"In the aftermath of France allowing Algeria's independence, a group of resentful military veterans hire a professional assassin codenamed ""Jackal"" to kill President Charles de Gaulle.",,,,,,,,,
245. Hidden Figures,2016,2h 7m,7.8,https://www.imdb.com/title/tt4846340/?ref_=sr_i_245,"Three female African-American mathematicians play a pivotal role in astronaut John Glenn's launch into orbit. Meanwhile, they also have to deal with racial and gender discrimination at work.",,,,,,,,,
246. Predator,1987,1h 47m,7.8,https://www.imdb.com/title/tt0093773/?ref_=sr_i_246,A team of commandos on a mission in a Central American jungle find themselves hunted by an extraterrestrial warrior.,,,,,,,,,
247. Rogue One,2016,2h 13m,7.8,https://www.imdb.com/title/tt3748528/?ref_=sr_i_247,"In a time of conflict, a group of unlikely heroes band together on a mission to steal the plans to the Death Star, the Empire's ultimate weapon of destruction.",,,,,,,,,
248. Little Miss Sunshine,2006,1h 41m,7.8,https://www.imdb.com/title/tt0449059/?ref_=sr_i_248,A family determined to get their young daughter into the finals of a beauty pageant take a cross-country trip in their VW bus.,,,,,,,,,
249. Drive,2011,1h 40m,7.8,https://www.imdb.com/title/tt0780504/?ref_=sr_i_249,A mysterious Hollywood action film stuntman gets in trouble with gangsters when he tries to help his neighbor's husband rob a pawn shop while serving as his getaway driver.,,,,,,,,,
250. Dunkirk,2017,1h 46m,7.8,https://www.imdb.com/title/tt5013056/?ref_=sr_i_250,"Allied soldiers from Belgium, the British Commonwealth and Empire, and France are surrounded by the German Army and evacuated during a fierce battle in World War II.",,,,,,,,,
251. I Saw the Devil,2010,2h 24m,7.8,https://www.imdb.com/title/tt1588170/?ref_=sr_i_251,A secret agent exacts revenge on a serial killer through a series of captures and releases.,,,,,,,,,
252. The Breakfast Club,1985,1h 37m,7.8,https://www.imdb.com/title/tt0088847/?ref_=sr_i_252,Five high school students meet in Saturday detention and discover how they have a great deal more in common than they thought.,,,,,,,,,
253. Past Lives,2023,1h 45m,7.8,https://www.imdb.com/title/tt13238346/?ref_=sr_i_253,"Nora and Hae Sung, two deeply connected childhood friends, are wrested apart after Nora's family emigrates from South Korea. Twenty years later, they are reunited for one fateful week as they confront notions of love and destiny.",,,,,,,,,
254. Ferris Bueller's Day Off,1986,1h 43m,7.8,https://www.imdb.com/title/tt0091042/?ref_=sr_i_254,"A brash, cocky high school senior, tired of skipping school to spend a boring day at home, is determined to enjoy an epic day roaring around his favorite Chicago sites, enlisting his best friend and girlfriend to join him on the adventure.",,,,,,,,,
255. Society of the Snow,2023,2h 24m,7.8,https://www.imdb.com/title/tt16277242/?ref_=sr_i_255,The flight of a rugby team crashes on a glacier in the Andes. The few passengers who survive the crash find themselves in one of the world's toughest environments to survive.,,,,,,,,,
256. Paddington 2,2017,1h 43m,7.8,https://www.imdb.com/title/tt4468740/?ref_=sr_i_256,"Paddington, now happily settled with the Brown family and a popular member of the local community, picks up a series of odd jobs to buy the perfect present for his Aunt Lucy's 100th birthday, only for the gift to be stolen.",,,,,,,,,
257. The Fall,2006,1h 57m,7.8,https://www.imdb.com/title/tt0460791/?ref_=sr_i_257,"In 1920s Los Angeles, a bedridden patient in a hospital captivates a young girl with a fantastic tale of heroes, myths, and villains on a desert island.",,,,,,,,,
258. Star Wars: Episode VII - The Force Awakens,2015,2h 18m,7.8,https://www.imdb.com/title/tt2488496/?ref_=sr_i_258,"As a new threat to the galaxy rises, Rey, a desert scavenger, and Finn, an ex-stormtrooper, must join Han Solo and Chewbacca to search for the one hope of restoring peace.",,,,,,,,,
259. About Time,2013,2h 3m,7.8,https://www.imdb.com/title/tt2194499/?ref_=sr_i_259,"At the age of 21, Tim discovers he can travel in time and change what happens and has happened in his own life. His decision to make his world a better place by getting a girlfriend turns out not to be as easy as you might think.",,,,,,,,,
260. Training Day,2001,2h 2m,7.8,https://www.imdb.com/title/tt0139654/?ref_=sr_i_260,A rookie cop spends his first day as a Los Angeles narcotics officer with a rogue detective who isn't what he appears to be.,,,,,,,,,
261. The Curious Case of Benjamin Button,2008,2h 46m,7.8,https://www.imdb.com/title/tt0421715/?ref_=sr_i_261,"Benjamin Button, born in 1918 with the physical state of an elderly man, ages in reverse. He experiences love and break-ups, ecstasy and sorrow, and timelessness by the time he dies in 2003 as a baby.",,,,,,,,,
262. Captain America: Civil War,2016,2h 27m,7.8,https://www.imdb.com/title/tt3498820/?ref_=sr_i_262,Political involvement in the Avengers' affairs causes a rift between Captain America and Iron Man.,,,,,,,,,
263. The Hobbit: The Desolation of Smaug,2013,2h 41m,7.8,https://www.imdb.com/title/tt1170358/?ref_=sr_i_263,"The dwarves, along with Bilbo Baggins and Gandalf the Grey, continue their quest to reclaim the Lonely Mountain, their homeland, from the dragon Smaug.",,,,,,,,,
264. Willy Wonka & the Chocolate Factory,1971,1h 40m,7.8,https://www.imdb.com/title/tt0067992/?ref_=sr_i_264,A poor but hopeful boy seeks one of the five coveted golden tickets that will send him on a tour of Willy Wonka's mysterious chocolate factory.,,,,,,,,,
265. Puss in Boots: The Last Wish,2022,1h 42m,7.8,https://www.imdb.com/title/tt3915174/?ref_=sr_i_265,"When Puss in Boots discovers that his passion for adventure has taken its toll and he has burned through eight of his nine lives, he launches an epic journey to restore them by finding the mythical Last Wish.",,,,,,,,,
266. Ghostbusters,1984,1h 45m,7.8,https://www.imdb.com/title/tt0087332/?ref_=sr_i_266,"Three parapsychologists forced out of their university funding set up shop as a unique ghost removal service in New York City, attracting frightened yet skeptical customers.",,,,,,,,,
267. The Girl with the Dragon Tattoo,2011,2h 38m,7.8,https://www.imdb.com/title/tt1568346/?ref_=sr_i_267,Journalist Mikael Blomkvist is aided in his search for a woman who has been missing for 40 years by hacker Lisbeth Salander.,,,,,,,,,
268. The Sandlot Kids,1993,1h 41m,7.8,https://www.imdb.com/title/tt0108037/?ref_=sr_i_268,"In the summer of 1962, a new kid in town is taken under the wing of a young baseball prodigy and his rowdy team, resulting in many adventures.",,,,,,,,,
269. Nightcrawler,2014,1h 57m,7.8,https://www.imdb.com/title/tt2872718/?ref_=sr_i_269,A petty thief desperate for work muscles into the world of crime journalism and becomes the star of his own story as he blurs the line between observer and participant.,,,,,,,,,
270. Manchester by the Sea,2016,2h 17m,7.8,https://www.imdb.com/title/tt4034228/?ref_=sr_i_270,A depressed uncle is asked to take care of his teenage nephew after the boy's father dies.,,,,,,,,,
271. Cast Away,2000,2h 23m,7.8,https://www.imdb.com/title/tt0162222/?ref_=sr_i_271,A FedEx executive undergoes a physical and emotional transformation after crash landing on a deserted island.,,,,,,,,,
272. Misery,1990,1h 47m,7.8,https://www.imdb.com/title/tt0100157/?ref_=sr_i_272,"After a famous author is rescued from a car crash by a fan of his novels, he comes to realize that the care he is receiving is only the beginning of a nightmare of captivity and abuse.",,,,,,,,,
273. Captain Fantastic,2016,1h 58m,7.8,https://www.imdb.com/title/tt3553976/?ref_=sr_i_273,"In the forests of the Pacific Northwest, a father devoted to raising his six kids with a rigorous physical and intellectual education is forced to leave his paradise and enter the world, challenging his idea of what it means to be a parent.",,,,,,,,,
274. Hot Fuzz,2007,2h 1m,7.8,https://www.imdb.com/title/tt0425112/?ref_=sr_i_274,"An overachieving London police sergeant is transferred to a village where the easygoing officers object to his fervor for regulations, all while a string of grisly murders strikes the town.",,,,,,,,,
275. Mary Poppins,1964,2h 19m,7.8,https://www.imdb.com/title/tt0058331/?ref_=sr_i_275,"In turn of the century London, a magical nanny employs music and adventure to help two neglected children become closer to their father.",,,,,,,,,
276. The Last Samurai,2003,2h 34m,7.8,https://www.imdb.com/title/tt0325710/?ref_=sr_i_276,"In 19th century Japan, Nathan Algren, a US army captain, is hired by the Japanese emperor to train his army in the modern warfare techniques. Captain Algren finds himself trapped in a struggle between two eras and two worlds.",,,,,,,,,
277. Back to the Future Part II,1989,1h 48m,7.8,https://www.imdb.com/title/tt0096874/?ref_=sr_i_277,"After visiting 2015, Marty McFly must repeat his visit to 1955 to prevent disastrous changes to 1985...without interfering with his first trip.",,,,,,,,,
278. Walk the Line,2005,2h 16m,7.8,https://www.imdb.com/title/tt0358273/?ref_=sr_i_278,"A chronicle of country music legend Johnny Cash's life, from his early days on an Arkansas cotton farm to his rise to fame with Sun Records in Memphis, where he recorded alongside Elvis Presley, Jerry Lee Lewis, and Carl Perkins.",,,,,,,,,
279. The Untouchables,1987,1h 59m,7.8,https://www.imdb.com/title/tt0094226/?ref_=sr_i_279,"During Prohibition, Treasury agent Eliot Ness sets out to stop ruthless Chicago gangster Al Capone, and assembles a small, incorruptible team to help him.",,,,,,,,,
280. The Bourne Identity,2002,1h 59m,7.8,https://www.imdb.com/title/tt0258463/?ref_=sr_i_280,"A man is picked up by a fishing boat, bullet-riddled and suffering from amnesia, before racing to elude assassins and attempting to regain his memory.",,,,,,,,,
281. The Searchers,1956,1h 59m,7.8,https://www.imdb.com/title/tt0049730/?ref_=sr_i_281,An American Civil War veteran embarks on a years-long journey to rescue his niece from the Comanches after the rest of his brother's family is massacred in a raid on their Texas farm.,,,,,,,,,
282. Remember the Titans,2000,1h 53m,7.8,https://www.imdb.com/title/tt0210945/?ref_=sr_i_282,"In 1971, Virginia high-school football was everything to the people of Alexandria, but when the school board was forced to integrate an all-Black school with an all-white one, the foundation of football's tradition was put to the test.",,,,,,,,,
283. American Gangster,2007,2h 37m,7.8,https://www.imdb.com/title/tt0765429/?ref_=sr_i_283,"An outcast New York City cop is charged with bringing down Harlem drug lord Frank Lucas, whose real life inspired this partly biographical film.",,,,,,,,,
284. Skyfall,2012,2h 23m,7.8,https://www.imdb.com/title/tt1074638/?ref_=sr_i_284,"James Bond's loyalty to M is tested when her past comes back to haunt her. When MI6 comes under attack, 007 must track down and destroy the threat, no matter how personal the cost.",,,,,,,,,
285. Midnight Cowboy,1969,1h 53m,7.8,https://www.imdb.com/title/tt0064665/?ref_=sr_i_285,"A naive hustler travels from Texas to New York City to seek personal fortune, finding a new friend in the process.",,,,,,,,,
286. Mississippi Burning,1988,2h 8m,7.8,https://www.imdb.com/title/tt0095647/?ref_=sr_i_286,Two F.B.I. Agents with wildly different styles arrive in Mississippi to investigate the disappearance of some civil rights activists.,,,,,,,,,
287. The Fugitive,1993,2h 10m,7.8,https://www.imdb.com/title/tt0106977/?ref_=sr_i_287,"Dr. Richard Kimble, unjustly accused of murdering his wife, must find the real killer while being the target of a nationwide manhunt led by a seasoned U.S. Marshal.",,,,,,,,,
288. Boyz n the Hood,1991,1h 52m,7.8,https://www.imdb.com/title/tt0101507/?ref_=sr_i_288,"Follows the lives of three young males living in the Crenshaw ghetto of Los Angeles, dissecting questions of race, relationships, violence, and future prospects.",,,,,,,,,
289. Coraline,2009,1h 40m,7.8,https://www.imdb.com/title/tt0327597/?ref_=sr_i_289,"Wandering her rambling old house in her boring new town, a young girl discovers a hidden door to a strangely idealized version of her life that seems too good to be true.",,,,,,,,,
290. A Bronx Tale,1993,2h 1m,7.8,https://www.imdb.com/title/tt0106489/?ref_=sr_i_290,"An intense drama about a boy torn between his tough, hard-working father and a violent yet charismatic crime boss.",,,,,,,,,
291. Straight Outta Compton,2015,2h 27m,7.8,https://www.imdb.com/title/tt1398426/?ref_=sr_i_291,The rap group NWA emerges from the mean streets of Compton in the mid-1980s and revolutionizes hip-hop culture with their music and tales about life in the hood.,,,,,,,,,
292. Big Hero 6,2014,1h 42m,7.8,https://www.imdb.com/title/tt2245084/?ref_=sr_i_292,"A special bond develops between plus-sized inflatable robot Baymax and prodigy Hiro Hamada, who together team up with a group of friends to form a band of high-tech heroes.",,,,,,,,,
293. The Man from Earth,2007,1h 27m,7.8,https://www.imdb.com/title/tt0756683/?ref_=sr_i_293,An impromptu goodbye party for Professor John Oldman becomes a mysterious interrogation after the retiring scholar reveals to his colleagues he has a longer and stranger past than they can imagine.,,,,,,,,,
294. RRR,2022,3h 7m,7.8,https://www.imdb.com/title/tt8178634/?ref_=sr_i_294,A fearless warrior on a perilous mission comes face to face with a steely cop serving British forces in this epic saga set in pre-independent India.,,,,,,,,,
295. Close,2022,1h 44m,7.8,https://www.imdb.com/title/tt9660502/?ref_=sr_i_295,"The intense friendship between two thirteen-year old boys Leo and Remi suddenly gets disrupted. Struggling to understand what has happened, Léo approaches Sophie, Rémi's mother. ""Close"" is a film about friendship and responsibility.",,,,,,,,,
296. Serenity,2005,1h 59m,7.8,https://www.imdb.com/title/tt0379786/?ref_=sr_i_296,The crew of the ship Serenity try to evade an assassin sent to recapture telepath River.,,,,,,,,,
297. Monster,2023,2h 7m,7.8,https://www.imdb.com/title/tt23736044/?ref_=sr_i_297,A mother demands answers from her son's teacher when her son begins acting strangely.,,,,,,,,,
298. Moonrise Kingdom,2012,1h 34m,7.8,https://www.imdb.com/title/tt1748122/?ref_=sr_i_298,"Two 12-year-olds, who live on an island, fall in love with each other and elope into the wilderness. While people set out on a search mission, a violent storm approaching them catches their attention.",,,,,,,,,
299. Captain Phillips,2013,2h 14m,7.8,https://www.imdb.com/title/tt1535109/?ref_=sr_i_299,"The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the U.S.-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years.",,,,,,,,,
300. Moon,2009,1h 37m,7.8,https://www.imdb.com/title/tt1182345/?ref_=sr_i_300,"Astronaut Sam Bell has a quintessentially personal encounter toward the end of his three-year stint on the Moon, where he, working alongside his computer, GERTY, sends back to Earth parcels of a resource that has helped diminish our planet's power problems.",,,,,,,,,
